iter,Tout_K,dT_K,Qout_W,pct
4350,324.769324,8.619324000000006,495.03696184941964,99.10649886875268
4375,324.773825,8.62382500000001,495.295469519544,99.15825215606486
4400,324.778178,8.628178000000048,495.54547704855077,99.20830371342358
4425,324.782386,8.632385999999997,495.78715673659093,99.25668803535353
4450,324.786458,8.636458000000005,496.0210254841464,99.30350860543471
4475,324.79039,8.640390000000025,496.2468535576707,99.3487194309651
4500,324.794196,8.644196000000022,496.46544502456504,99.3924814863994
4525,324.797876,8.647875999999997,496.6767998848294,99.43479477173761
4550,324.801437,8.651437000000044,496.8813201721709,99.47573977420838
4575,324.804881,8.654881000000046,497.0791207533545,99.51533949016105
4600,324.808214,8.658214000000044,497.27054622869844,99.55366290864833
4625,324.811437,8.661437000000035,497.4556540315883,99.5907215278455
4650,324.814554,8.66455400000001,497.6346738955675,99.62656134045396
4675,324.817571,8.66757100000001,497.8079504209539,99.6612513355263
4700,324.820488,8.670488000000034,497.97548360774755,99.69479151306257
4725,324.823312,8.67331200000001,498.1376754896458,99.72726236028944
4750,324.826043,8.67604300000005,498.2945260666551,99.75866387720824
4775,324.828686,8.678686000000027,498.44632250569805,99.7890535546943
4800,324.831243,8.681242999999995,498.59317967354934,99.81845438909896
4950,324.844946,8.694946000000016,499.38018936111104,99.97601388610832
4975,324.846981,8.69698100000005,499.4970663015046,99.9994126729739
5000,324.848949,8.698949000000027,499.6100952050367,100.02204108208943
5175,324.544815,8.394815000000051,482.1426498050147,96.52505501601895
5200,324.593558,8.443557999999996,484.94212533597266,97.08551057777231
5225,324.643585,8.493584999999996,487.8153453344831,97.66072979669332
5250,324.693559,8.543559000000016,490.68552136353975,98.23533961232027
5275,324.742737,8.592737,493.50998041738467,98.80079688035728
5300,324.79072,8.640720000000044,496.2658065750326,99.35251382883537
5325,324.837168,8.687168000000042,498.93347248525725,99.88658107812958
5350,324.743037,8.593037000000038,493.5272104331694,98.80424633296685
5375,324.782741,8.63274100000001,495.80754558860104,99.26076988760781
5400,324.820563,8.670563000000016,497.9797911116921,99.69565387621464
5425,324.856376,8.706376000000034,500.03665296242684,100.1074380305159
5450,324.8901,8.74010000000004,501.9735364699285,100.49520249648218
5475,324.921717,8.771717000000024,503.7894078332494,100.85874030695683
5500,324.951246,8.801246000000049,505.48535828672624,101.19826992727252
5525,324.978652,8.828652000000034,507.0593776618464,101.51338892129056
5550,325.004042,8.85404200000005,508.5176113309096,101.8053275937757
5575,325.027402,8.877402000000018,509.8592552265082,102.0739249702719
5600,325.048815,8.898815000000013,511.0890763196797,102.32013539933527
5625,325.068337,8.918337000000008,512.2102908800352,102.54460277878583
5650,325.086053,8.936053000000015,513.2277807453805,102.74830445352963
5675,325.102027,8.952027000000044,514.1452216524165,102.93197630679008
5700,325.11634,8.966340000000002,514.9672657053991,103.09654969077057
5725,325.12907,8.979070000000036,515.6983927084401,103.24292146315118
5750,325.140303,8.99030300000004,516.3435419327246,103.37208046701194
5775,325.150135,9.000135,516.9082269833021,103.48513052718762
5800,325.158626,9.00862600000005,517.3958938633368,103.58276153420157
5825,325.165865,9.01586500000002,517.8116541441677,103.6659968256592
5850,325.171931,9.021930999999995,518.1600450632893,103.73574475741528
5875,325.176893,9.02689300000003,518.4450295243345,103.79279870357045
5900,325.180833,9.03083300000003,518.6713170649452,103.83810151450355
5925,325.183819,9.033819000000051,518.8428131553686,103.87243506613986
5950,325.185922,9.035922000000028,518.9635955660029,103.89661572892952
5975,325.187199,9.037199000000044,519.0369379998515,103.91129889886916
6000,325.187723,9.037723000000028,519.0670330940841,103.91732394275957
6025,325.187544,9.037544000000025,519.0567525180004,103.91526576936944
6050,325.186726,9.036726000000044,519.0097720083011,103.90586026192214
6075,325.185322,9.035322000000008,518.9291355344367,103.88971682371104
6100,325.183381,9.03338100000002,518.8176573323243,103.86739886533019
6125,325.180953,9.030953000000011,518.6782090712571,103.83948129554696
6150,325.178083,9.028083000000038,518.5133752536058,103.8064815322534
6175,325.174811,9.024811,518.325453214802,103.76885950246286
6200,325.17118,9.021180000000015,518.1169125904481,103.72710962771734
6225,325.167227,9.017227000000048,517.8898784158222,103.68165734050494
6250,325.162986,9.012986000000012,517.6463034260408,103.63289357878696
6275,325.158492,9.008492000000047,517.3881977896204,103.5812207787028
6300,325.153774,9.003774000000021,517.1172270747455,103.52697238733643
6325,325.148858,8.998858000000041,516.8348845494568,103.4704473572486
6350,325.143775,8.993775000000028,516.5429506487138,103.41200213187464
6375,325.138547,8.98854700000004,516.2426889070108,103.35188967107322
6400,325.133197,8.983197000000018,515.935420292221,103.29037443287707
6425,325.127747,8.977747000000022,515.6224083388383,103.2277093771448
6450,325.122216,8.972216000000003,515.3047442811932,103.16411296920785
6475,325.11662,8.966620000000034,514.9833470534646,103.09976917987281
6500,325.110979,8.960979000000009,514.6593653233655,103.03490797264574
6525,325.105306,8.955306000000007,514.3335457249176,102.96967882380731
6550,325.099615,8.949614999999994,514.0066923255221,102.90424270781222
6575,325.093919,8.94391900000005,513.6795517592008,102.83874910094109
6600,325.08823,8.938230000000033,513.3528132265769,102.77333598129668
6625,325.082554,8.932554000000039,513.0268213279716,102.70807233793224
6650,325.076907,8.926907000000028,512.7024949975577,102.64314214165317
6675,325.071296,8.92129600000004,512.3802362690388,102.57862587968745
6700,325.065727,8.915727000000004,512.0603897427269,102.51459254108646
6725,325.060208,8.910208000000011,511.7434148857145,102.45113411125415
6750,325.054745,8.904745000000048,511.42965629831656,102.38831957924255
6775,325.049343,8.899343000000044,511.11940114745875,102.32620643592767
6800,325.044009,8.89400900000004,510.8130514668449,102.26487516853753
6825,325.038745,8.888745000000029,510.51072212324664,102.20434877342275
6850,325.033557,8.883556999999996,510.21275771697873,102.14469623963538
6875,325.028444,8.878444000000002,509.91910081465863,102.08590606900071
6900,325.023414,8.873414000000025,509.63021088337274,102.02807024692146
6925,325.01847,8.868470000000002,509.3462602232751,101.97122326792294
6950,325.01361,8.863610000000051,509.0671339676008,101.9153421356558
6975,325.008835,8.858835,508.7928895497257,101.86043834829344
7000,325.004151,8.854151000000002,508.52387156997446,101.80658089488979
